platform	course_id	course_name	course_category
S	s-9781789959116	Exploratory Data Analysis with Pandas and Python 3.x	Data Science Tools
S	s-9781789959123	Data Storytelling with Qlik Sense	Analytics Platforms
S	s-9781789959161	Practical Machine Learning with TensorFlow 2.0 and Scikit-Learn	Machine Learning
S	s-9781789959208	Apache Spark 2: Data Processing and Real-Time Analytics	Spark
S	s-9781789959277	Learning Geospatial Analysis with Python - Third Edition	GIS
S	s-9781789959321	Professional Ruby on Rails Developer with Rails 5	Ruby
S	s-9781789959413	Data Science for Marketing Analytics	Analytics Platforms
S	s-9781789959543	LEARNING PATH: Master IaaS Cloud Computing with OpenStack!	Cloud Platforms
S	s-9781789959567	Building Large-Scale Web Applications with Angular	JavaScript
S	s-9781789959666	Spring 5: End-To-End Programming	Java
S	s-9781789959734	Accelerated ES6 Training	Frontend Web Development
S	s-9781789959741	Angular and Node.js - The MEAN Stack Guide	JavaScript
S	s-9781789959765	LEARNING PATH: Python: Digital Forensics and Binary Exploits with Python	Python
S	s-9781789959840	Introduction To Data Science Using R Programming	Data Science Tools
S	s-9781789959970	Introduction to Virtualization - One Hour Crash Course	Virtualization
S	s-9781790000000	Advanced Elasticsearch 7.0	Search
S	s-9781800000000	Apache Kafka Complete Developer's Guide	Streaming & Messaging
S	s-9781800200364	Learning Tableau 2020 - Fourth Edition	Data Visualization
S	s-9781800200371	Hands-On Test-Driven Development with Java and Spring	Other Software Development Topics
S	s-9781800200395	Learning Path: Up and Running with Flask	Python Web Frameworks
S	s-9781800200401	Coding for Beginners: You can learn to code!	Node.js
S	s-9781800200456	The Reinforcement Learning Workshop	Machine Learning
S	s-9781800200647	Build a Multiplayer Kart Racing Game in Unity 2019	Unity
S	s-9781800200753	Python in Containers	Python
S	s-9781800200845	Python Automation: Automate Mundane Tasks with Python	Python
S	s-9781800200852	"Visual Design for Web Designers, UI Designers and Developers"	Visual Design
S	s-9781800200975	Frontend Web Development Bootcamp - Build a Twitter Clone	Frontend Web Development
S	s-9781800201170	Zero to Hero in Microsoft Excel: Complete Excel Guide 2020	Microsoft Office
S	s-9781800201774	The Computer Vision Workshop	Computer Vision
S	s-9781800202009	Redis Bootcamp for Beginners: Get Hands-On with Redis 5	NoSQL Databases
S	s-9781800202054	Apache Kafka for absolute beginners	Streaming & Messaging
S	s-9781800202214	Learning Path: Python	Python Web Frameworks
S	s-9781800202504	The Applied Data Science Workshop - Second Edition	Data Science
S	s-9781800202634	Learning Path: Next Level JavaScript	JavaScript
S	s-9781800202665	Asynchronous JavaScript Deep Dive	Java
S	s-9781800202801	CSS Bootcamp: Master CSS (Including CSS Grid/Flexbox)	Frontend Web Development
S	s-9781800203006	Learning Path: End-to-End Git	Git
S	s-9781800203136	Marketing Analytics: Forecasting Models with Excel	Finance
S	s-9781800203167	Building Analytics Teams	Windows Server
S	s-9781800203181	Complete Python Scripting for Automation	Python
S	s-9781800203228	IP Addresses and Subnetting	Computer Networking
S	s-9781800203266	"Learning Path: Microservices with Java, Scala, and Akka"	Microservices
S	s-9781800203297	Apache Maven: A Practical Introduction	Java
S	s-9781800203389	Unity 2020 By Example - Third Edition	Unity
S	s-9781800203686	Spring Boot Fundamentals	Java
S	s-9781800203709	Excel Pro Tips: 75+ Tips to go from Excel Beginner to Pro	Microsoft Office
S	s-9781800203778	UX Design for Beginners: Learn User Behavior and Psychology	User Experience (UX)
S	s-9781800204003	Git and GitHub: The Complete Git and GitHub Course	Git
S	s-9781800204027	Mastering Linux Command Line	Linux
S	s-9781800204232	Learning Path: Modern DevOps	DevOps
S	s-9781800204386	Learning the FOSS4G Stack: Python for Geospatial	GIS
S	s-9781800204454	Learning Path: Akka: Building Applications and Microservices with Akka	Java
S	s-9781800204782	Project-Based Python Programming For Kids and Beginners	Early Education Coding
S	s-9781800204850	Learning Path: Wireshark 2 - The Advanced Network Analysis Tool	Packet Analysis
S	s-9781800204928	"Adobe XD from Beginner to Expert: Design, Prototype, and Deliver"	Adobe Design Tools
S	s-9781800204973	Create a 100% Free and Responsive Website (Without Coding!)	Web Design
S	s-9781800205055	Learning Path: Deep Dive into Python Machine Learning	Machine Learning
S	s-9781800205246	AZ-104: Microsoft Azure Administrator Full Course	Cloud Platforms
S	s-9781800205475	Learning the Cisco Application-Centric Infrastructure (ACI)	Network Administration
S	s-9781800205505	Python Automation for Everyone	Python
S	s-9781800205574	Object Oriented Programming in C++	Architectural Patterns
S	s-9781800205970	Site Reliability Engineering on AWS	Cloud Platforms
S	s-9781800206014	"Cybersecurity Threats, Malware Trends, and Strategies"	Other Security Topics
S	s-9781800206175	AZ-900 Microsoft Azure Fundamentals Exam Quick Prep	Cloud Platforms
S	s-9781800206304	Learning Path: VMware vSphere Unlocked	VMware
S	s-9781800206441	Data Visualization in Excel: All Excel Charts and Graphs	Analytics Platforms
S	s-9781800206465	Managing Software Requirements the Agile Way	Other Software Development Topics
S	s-9781800206496	Automation with Ansible Playbooks	Ansible
S	s-9781800206717	Learning Path: TensorFlow: The Road to TensorFlow Second Edition	Machine Learning
S	s-9781800206809	GUI Automation Using Python	Python
S	s-9781800206847	"Docker, Dockerfile, and Docker-Compose (2020 Ready!)"	Container Platforms
S	s-9781800206946	AZ-900: Microsoft Azure Fundamentals Certification 2020	Cloud Platforms
S	s-9781800207066	Learning Path: Python: Programming for Python Users	Python
S	s-9781800207080	Python Automation Cookbook - Second Edition	Data Visualization
S	s-9781800207158	Android App UI Design with Adobe XD and Google Material Design	Adobe Design Tools
S	s-9781800207240	Programming in C - The Complete Course	C
S	s-9781800207431	Django for Python Developers	Python Web Frameworks
S	s-9781800207455	Modern Python Cookbook - Second Edition	Python
S	s-9781800207554	Terraform Cookbook	Infrastructure as Code
S	s-9781800207585	Django Rest Framework	Python Web Frameworks
S	s-9781800207622	Introduction to Microsoft Azure IoT	Cloud Platforms
S	s-9781800207707	NEW Cisco CCNA IPv4 Course!	Protocols
S	s-9781800207806	Learning C# by Developing Games with Unity 2020 - Fifth Edition	Unity
S	s-9781800207899	Learning Path: Diving into Deep Learning	Machine Learning
S	s-9781800207912	Vanilla C#: A Beginner's Guide to Coding	.NET
S	s-9781800208131	Hands-On Explainable AI (XAI) with Python	Artificial Intelligence
S	s-9781800208247	Apache Kafka Complete Developer's Guide	Streaming & Messaging
S	s-9781800208421	The Natural Language Processing Workshop	Natural Language Processing
S	s-9781800208605	Learning Path: The Road to Elasticsearch	Search
S	s-9781800208711	Learning Path: Python GUI Projects	Python
S	s-9781800208780	49 Charts in Tableau: Basic to Intermediate	Data Visualization
S	s-9781800208797	UX Design Process Simplified from User Research to Usability	User Experience (UX)
S	s-9781800208919	Learn Amazon SageMaker	Cloud Platforms
S	s-9781800208926	Learning the FOSS4g Stack: Geoserver	GIS
S	s-9781800208988	Modern C++ Programming Cookbook - Second Edition	C++
S	s-9781800209343	Apache Kafka - Real-time Stream Processing (Master Class)	Streaming & Messaging
S	s-9781800209527	Learning Path: React: Make Stunning React Websites	JavaScript
S	s-9781800209695	Complete Bash Shell Scripting	Unix
S	s-9781800209763	The Statistics and Calculus with Python Workshop	Statistics
S	s-9781800209824	Angular Crash Course	JavaScript
S	s-9781800209848	The Artificial Intelligence Infrastructure Workshop	Artificial Intelligence
S	s-9781800209855	Complete Git Guide: Understand and Master Git and GitHub	Artifact Management Tools
S	s-9781800560161	Browser Automation with Python and Selenium	Selenium
S	s-9781800560314	x86 Assembly Language Programming Masters Course	Chips & Processors
S	s-9781800560727	The Applied SQL Data Analytics Workshop - Second Edition	Analytics Platforms
S	s-9781800560765	The Beginners 2020 Cyber Security Awareness Training Course	Other Security Topics
S	s-9781800561069	C# and Unity by Example: 20+ Mini Game Development Projects	Unity
S	s-9781800561083	The Comprehensive Android Developer Bootcamp	Native Android Development
S	s-9781800561427	Identity Federation using Microsoft ADFS and Azure AD	Windows Server
S	s-9781800561489	Elegant Automation Frameworks with Python and Pytest	Python
S	s-9781800561830	CentOS 8 Essentials	Linux
S	s-9781800562196	Python for Everybody: The Ultimate Python 3 Bootcamp	Python
S	s-9781800562448	"Windows Subsystem for Linux 2 (WSL 2) Tips, Tricks, and Techniques"	Windows
S	s-9781800562516	Electron from Scratch: Build Desktop Applications with JavaScript	Node.js
S	s-9781800562660	Android Studio 4.0 Development Essentials - Java Edition	Native Android Development
S	s-9781800562967	The Deep Learning with Keras Workshop	Machine Learning
S	s-9781800563070	"SwiftUI iOS13 Coffee Shop Application, Order Products Online"	Swift
S	s-9781800563148	Embedded Systems Object-Oriented Programming in C and C++	C
S	s-9781800563322	The Complete Flutter and Dart App Development Course	Hybrid Mobile Development
S	s-9781800563773	AWS Certified Big Data - Specialty Certification	Cloud Platforms
S	s-9781800564121	Understanding APIs and RESTful APIs Crash Course	Web APIs
S	s-9781800564145	C/C++ Pointers and Applications	C
S	s-9781800564275	AWS Certified Cloud Practitioner: Essentials Course 2020	Cloud Platforms
S	s-9781800564374	Python Programming	Python
S	s-9781800564442	HELM - Package Manager for Kubernetes Complete Master Course	Container Orchestrators
S	s-9781800564503	Beginner Object Oriented Programming In C# and .NET Core	Architectural Patterns
S	s-9781800564541	Microsoft Windows Server 2019 - Hands-on Training Part I	Windows Server
S	s-9781800564725	Django with Data Science	Python Web Frameworks
S	s-9781800565029	Ethical Hacking - Capture the Flag Walkthroughs - v1	Penetration Testing / Ethical Hacking
S	s-9781800565463	Cryptography: Learn Public Key Infrastructure from Scratch	Windows Server
S	s-9781800565487	CompTIA Cloud+ Certification (CV0-002) Exam Prep Course	CompTIA Security+
S	s-9781800565555	Docker Certified Associate (DCA) with Kubernetes	Container Orchestrators
S	s-9781800565630	Git Essentials: Become a Git and GitHub Ninja	Git
S	s-9781800565685	Reactive Programming in Java Using RxJava 3.x: ReactiveX	Java
S	s-9781800565692	D3.js: Complete Developer Data Visualization Guide	Data Visualization
S	s-9781800566002	Learn Linux Quickly	Linux
S	s-9781800566132	Complete 2020 AWS DevOps Bootcamp For Beginners (With ECS)	Cloud Platforms
S	s-9781800566514	Artificial Intelligence Business: How you can profit from AI	Artificial Intelligence
S	s-9781800566668	Complete Modern C++	C++
S	s-9781800567054	AWS Solutions Architect Associate (SAA-C02) Exam Prep Course - 2020 UPDATED! - Second Edition	Cloud Platforms
S	s-9781800567221	Computer Vision: Face Recognition Quick Starter in Python	Computer Vision
S	s-9781800567320	Learn Java Design Patterns: The Complete Guide	Design Patterns
S	s-9781800567429	Introduction to Cloud Security with Microsoft Azure	Cloud Platforms
S	s-9781800567665	Android Studio 3.6 Development Essentials - Kotlin Edition	JVM Languages
S	s-9781800567672	SwiftUI Covid19 Statistics tracking with REST API & Swift 5	Swift
S	s-9781800567719	Detecting Memory Leaks in C/C++ Applications	C
S	s-9781800568259	Introduction to D3.js with React	Data Visualization
S	s-9781800568341	Python Code Camp	Python
S	s-9781800568525	Ubuntu 20.04 Essentials	Linux
S	s-9781800569317	Elementor - Build Amazing WordPress Pages with Elementor	Content Management Systems
S	s-9781800569836	Create a PHP Login and Registration System from Scratch 2020	PHP
S	s-9781838550035	AWS Certified Solution Architect Professional â€“ Revision Guide	Cloud Platforms
S	s-9781838550103	AWS Certified Security - Specialty	Cloud Platforms
S	s-9781838550141	LEARNING PATH: Building Amazing Games with JavaScript	JavaScript
S	s-9781838550189	AWS SysOps Cookbook - Second Edition	Cloud Platforms
S	s-9781838550226	Full JavaScript Masterclass Course: ES6 Modern Development	JavaScript
S	s-9781838550295	Deep Learning for Natural Language Processing	Natural Language Processing
S	s-9781838550363	Learning Kibana 7 - Second Edition	Data Visualization
S	s-9781838550448	Mastering Palo Alto Networks	Network Security
S	s-9781838550486	GNS3 Fundamentals (Official Course) Part 2	Firewalls
S	s-9781838550509	LEARNING PATH: Data Visualization with D3.js: Step-By-Step Tutorial	Data Visualization
S	s-9781838550813	Salesforce Certified Administrator - Revision Guide	Customer Resource Management (CRM)
S	s-9781838550820	GNS3 Fundamentals (Official Course) Part 1	VMware
S	s-9781838550837	Elixir and Phoenix: Real World Functional Programming	Functional Programming
S	s-9781838550875	LEARNING PATH: Python Concurrency Simplified	Python
S	s-9781838550912	Windows Server 2019 Administration Fundamentals - Second Edition	Windows Server
S	s-9781838551025	Data Science Projects with Python	Data Science
S	s-9781838551032	Linux Command Line - From Zero to Expert	Linux
S	s-9781838551124	Oracle Certification: Mastering Java for Beginners and Experts	Java
S	s-9781838551179	Cloud-Native Continous Integration and Delivery	Continuous Delivery
S	s-9781838551216	Advanced Python Programming	Design Patterns
S	s-9781838551230	Microsoft Office 365 Administration Cookbook	Microsoft Office
S	s-9781838551247	VPC Solutions with EC2 for Production: AWS with Terraform	Cloud Platforms
S	s-9781838551278	HTML CSS and JavaScript for Beginners - A Web Design Course	Frontend Web Development
S	s-9781838551292	Python: Everything You Need to Know to Become a Developer	Python
S	s-9781838551391	LEARNING PATH: Linux Administration and Security in Practice	Linux
S	s-9781838551551	LEARNING PATH: Docker: DevOps In Practice	Container Platforms
S	s-9781838551605	Hands-On Serverless Deep Learning with TensorFlow and AWS Lambda	Cloud Platforms
S	s-9781838551612	Puppet for Absolute Beginners - Hands-on	Puppet
S	s-9781838551643	Cumulus Linux Fundamentals + Ansible Automation	Ansible
S	s-9781838551681	Mastering Mobile App Design With Sketch 3	Native Android Development
S	s-9781838551728	Autodesk Revit in 4 Hours	CAD
S	s-9781838551759	DevOps with Azure	Cloud Platforms
S	s-9781838551919	Getting Started with Python	Python
S	s-9781838551957	Python Network Programming for Network Engineers (Python 3)	Python
S	s-9781838551964	PyTorch 1.x Reinforcement Learning Cookbook	Machine Learning
S	s-9781838552046	Hands-On Incident Response Analysis	Incident Response
S	s-9781838552053	Unity 2019 3D Game Physics	Unity
S	s-9781838552206	Electron Projects	Node.js
S	s-9781838552282	LEARNING PATH: Modern Python Application Development in Practice!	Python
S	s-9781838552510	Cisco CCENT Packet Tracer Ultimate Labs: ICND1 Exam Preparation Labs	Cisco certifications
S	s-9781838552619	Hyperledger Fabric and Composer - First Practical Blockchain	Blockchain / Decentralized Apps
S	s-9781838552657	Expert C++	C++
S	s-9781838552701	Building Alexa Skills for Home Automation with Raspberry Pi	Single Board Computers
S	s-9781838552770	Learn Automation Testing with Java and Selenium Webdriver	Java
S	s-9781838552787	Python for Beginners: Learn Python from Scratch	Python
S	s-9781838552862	Data Science with Python	Data Science
S	s-9781838552992	LEARNING PATH: Building & Consuming REST APIs in Python with Django	Python Web Frameworks
S	s-9781838553005	Deep Learning with PyTorch 1.x	Machine Learning
S	s-9781838553012	Python and Data Science	Data Science
S	s-9781838553067	Getting Started with Tableau 2019.2 - Second Edition	Data Visualization
S	s-9781838553357	LEARNING PATH: Containerize Your Applications in the ‘Kubernetes Way’	Container Orchestrators
S	s-9781838553500	Linux for Network Engineers: Practical Linux with GNS3	Network Administration
S	s-9781838553531	Microsoft Azure Architect Technologies: Exam Guide AZ-300	Cloud Platforms
S	s-9781838553593	JavaScript Fundamentals 2018 ES6 for Beginners	JavaScript
S	s-9781838553722	AWS Essentials and Solutions Architect Associate: The Total Course	Cloud Platforms
S	s-9781838554040	Chef for Absolute Beginners - DevOps	Chef
S	s-9781838554125	Introduction to HTML: A Complete Beginner to Expert Course	Frontend Web Development
S	s-9781838554286	Architecting Azure Solutions for PaaS	Cloud Platforms
S	s-9781838554293	Cisco CCNA GNS3 Ultimate Labs: CCNA Exam Preparation Labs	Cisco certifications
S	s-9781838554316	Learning Neo4j 3.x	NoSQL Databases
S	s-9781838554361	Hands-On Amazon DynamoDB for Developers	DynamoDB
S	s-9781838554408	Wireshark Recipes	Packet Analysis
S	s-9781838554439	LEARNING PATH: Data Science & Interactive Computing with Jupyter Notebook	Jupyter
S	s-9781838554491	Hands-On Software Engineering with Golang	Go
S	s-9781838554606	Design for High Availability and Elasticity on AWS	Cloud Platforms
S	s-9781838554620	Learning Path: Applied Deep Learning with Python	Machine Learning
S	s-9781838554644	Hands-On Auto DevOps with GitLab CI	Artifact Management Tools
S	s-9781838554729	Practical Deep Learning with Keras and Python	Machine Learning
S	s-9781838554811	Arduino Bootcamp: Learning Through Projects	Arduino
S	s-9781838554880	"LEARNING PATH: DevOps: CI/CD with Jenkins Pipelines Maven, Gradle & Apache Groovy DSL"	Jenkins
S	s-9781838554972	Hands-On Cryptography with Java	Security Engineering
S	s-9781838554996	An Introduction to CSS - A Complete Beginner to Expert Course	Frontend Web Development
S	s-9781838555139	Identity with Windows Server 2016: Microsoft 70-742 MCSA Exam Guide	Windows Server
S	s-9781838555191	LEARNING PATH: Python Automation Made Easy!	Python
S	s-9781838555269	Overlay SDN Solutions (Network Virtualization) Introduction	VMware
S	s-9781838555276	Professional Cloud Architect - Google Cloud Certification Guide	Cloud Platforms
S	s-9781838555467	gRPC [Golang] Master Class: Build Modern API and Microservices	Microservices
S	s-9781838555535	Exploratory Data Analysis with R	Data Science Tools
S	s-9781838555580	Exploring Graph Algorithms with Neo4j	NoSQL Databases
S	s-9781838555634	LEARNING PATH: Hands on Hadoop 3 for Big Data	Hadoop
S	s-9781838555665	LEARNING PATH: Machine Learning with TensorFlow - Step by Step Tutorial	Machine Learning
S	s-9781838555702	Your First Steps from Programmer to Software Architect	Software Architecture
S	s-9781838555726	Mastering Kotlin	JVM Languages
S	s-9781838555795	Getting Started with Python for the Internet of Things	Single Board Computers
S	s-9781838555801	Devslopes Devcraft Game (Minecraft Clone)	Game Development
S	s-9781838555825	Developing with S3: AWS with Python and Boto3 Series	Cloud Platforms
S	s-9781838555900	Hands-On Java Regular Expressions	Java
S	s-9781838555962	Kubernetes for Absolute Beginners - Hands-on	Container Orchestrators
S	s-9781838556211	Android Continuous Integration with Docker and Jenkins	Native Android Development
S	s-9781838556259	Hands-On Packet Analysis	Packet Analysis
S	s-9781838556365	Learning Apollo GraphQL	Web APIs
S	s-9781838556389	"Pica8 WhiteBox Switching, SDN and OpenFlow Fundamentals"	Network Software
S	s-9781838556495	LEARNING PATH: C++: From Scratch to High-Performance Applications	C++
S	s-9781838556518	Unity Game Optimization - Third Edition	Unity
S	s-9781838556563	Python Programming for Beginners - Learn in 100 Easy Steps	Python
S	s-9781838556570	API for Beginners: JavaScript and Getting Started with APIs and AJAX	Web APIs
S	s-9781838556709	Practise JavaScript by Building 3 Applications from Scratch	JavaScript
S	s-9781838556976	Java 9 Programming for Complete Beginners in 250 Steps	Java
S	s-9781838557201	Basic Relational Database Design	SQL
S	s-9781838557317	LEARNING PATH: Powerful DevOps and Automation with Ansible	Ansible
S	s-9781838557409	JSON JavaScript - A Quick Course JSON for Beginners	Storage Formats
S	s-9781838557478	LEARNING PATH: MEAN Stack Web Development	JavaScript
S	s-9781838557508	LEARNING PATH: DevOps with Azure in Practice!	Cloud Platforms
S	s-9781838557652	Cisco CCNA / ICND2 (200-105) Complete Course: Sims and GNS3	Cisco certifications
S	s-9781838557744	Hands-On Genetic Algorithms with Python	Medical Science
S	s-9781838557751	Build and Deploy Lambda Functions: AWS with Python and Boto3	Cloud Platforms
S	s-9781838557775	Cracking the Coding Interview: Concurrency and Parallelism	Parallel Programming
S	s-9781838557812	Cyber Threat Hunting	Advanced Persistent Threat
S	s-9781838557829	Hands-On Artificial Intelligence with Keras and Python	Artificial Intelligence
S	s-9781838557904	"Learning Path: Web Development with Angular, TypeScript, and React"	JavaScript
S	s-9781838558048	gRPC [Java] Master Class: Build Modern API and Microservices	Microservices
S	s-9781838558086	The Complete Networking Fundamentals Course To Kick-Start Your CCNA Exam Preparation - Part 1	Cisco certifications
S	s-9781838558123	Jira 8 Administration Cookbook - Third Edition	JIRA
S	s-9781838558147	Learning Ethereum 2.0	Finance
S	s-9781838558208	LaTeX For Everyone and Everything	Markup Languages
S	s-9781838558253	"LEARNING PATH: DevOps with Docker: Configuration Management, Monitoring, & Security"	Container Platforms
S	s-9781838558383	Improving your C# Skills	.NET
S	s-9781838558468	SSCP Certification (Systems Security Certified Practitioner)	SSCP (Systems Security Certified Practitioner)
S	s-9781838558581	LEARNING PATH: Serverless Computing with Azure Functions	Cloud Platforms
S	s-9781838558673	Centralized Logging and Monitoring with Kubernetes	Container Orchestrators
S	s-9781838558765	Apache Kafka Series - Kafka Monitoring and Operations	Streaming & Messaging
S	s-9781838558819	Cisco CCNA Packet Tracer Ultimate Labs: ICND2 Exam Preparation Labs	Cisco certifications
S	s-9781838558888	Hands-On Amazon Redshift for Data Warehousing	RedShift
S	s-9781838558901	Practice CSS Grid Projects to Build Modern Real World Websites	Frontend Web Development
S	s-9781838559090	OpenShift for Absolute Beginners - Hands-on	Linux
S	s-9781838559106	LEARNING PATH: Apache Spark for Big Data Analytics and Data Processing	Spark
S	s-9781838559205	Threat and Vulnerability Assessment for Enterprises	Advanced Persistent Threat
S	s-9781838559243	Mastering Visual Studio 2019	Microsoft Visual Studio
S	s-9781838559359	Angular Projects	JavaScript
S	s-9781838559397	"SDN, NFV, Whitebox switching and OpenFlow Intro 2017 Updates"	Network Software
S	s-9781838559458	Beyond Basic Programming - Intermediate Python	Python
S	s-9781838559540	"2019 Ultimate Guide to Raspberry Pi: Tips, Tricks and Hacks"	Single Board Computers
S	s-9781838559571	Hands-On Kubernetes Networking	Container Orchestrators
S	s-9781838559687	JavaScript DOM - Interactive and Dynamic JavaScript	JavaScript
S	s-9781838559823	LEARNING PATH: Wireless Penetration Testing In Practice	Penetration Testing / Ethical Hacking
S	s-9781838559861	CCNA Cyber Ops SECOPS - Certification Guide 210-255	Cisco certifications
S	s-9781838559885	A Quick Start Guide to Learn jQuery Fundamentals	JavaScript
S	s-9781838559915	Advanced C++ Programming Cookbook	C++
S	s-9781838559939	Mobile Game Development with Unity 3D 2019	Unity
S	s-9781838559960	"The Python Programming Bible: Networking, GUI, Email, XML, CGI"	Python
S	s-9781838640019	Ethical Hacking and CompTIA PenTest+ Exam Prep (PT0-001)	CompTIA
S	s-9781838640279	Introduction to Exam Preparation for CISSPÂ®ï¸ Certification	CISSP (Certified Information Systems Security Professional)
S	s-9781838640392	Beyond the Java Language	Java
S	s-9781838640453	Accelerate Deep Learning on Raspberry Pi	Single Board Computers
S	s-9781838640484	A Complete CSS Flexbox Course and a Real World Website Project	Frontend Web Development
S	s-9781838640583	Mastering Big Data Analytics with PySpark	Spark
S	s-9781838640590	Time Series Analysis with Python 3.x	Time Series
S	s-9781838640729	Salesforce Certified Admin - A Practical Test Guide	Customer Resource Management (CRM)
S	s-9781838640767	Hands-On Kotlin Web Development with Ktor	JVM Languages
S	s-9781838640798	Learning Metasploit 5.0	Penetration Testing / Ethical Hacking
S	s-9781838640828	"LEARNING PATH: Java 11 Programming: The Basics, Data Structures and Algorithms, and OOP"	Java
S	s-9781838640859	Deep Learning for Beginners	Machine Learning
S	s-9781838640866	Learning Path: Linux and Windows Pentesting with Python and Kali Linux	Kali Linux
S	s-9781838641108	Practical C Programming	C
S	s-9781838641139	Cisco CCNA Packet Tracer Ultimate Labs: CCNA Exam Preparation Labs - Part 2	Cisco certifications
S	s-9781838641191	CISSPÂ® Certification Domain 2: Asset Security Video Boot Camp 2019	CISSP (Certified Information Systems Security Professional)
S	s-9781838641283	Python Django Dev To Deployment	Python Web Frameworks
S	s-9781838641344	JavaScript Testing Best Practices	JavaScript
S	s-9781838641368	77-727 Core Excel Practice Tests and Video Solutions	Microsoft Office
S	s-9781838641399	"LEARNING PATH: Design, Implement and Deploy Kubernetes Cluster from Scratch"	Container Orchestrators
S	s-9781838641443	Learn React Hooks	JavaScript
S	s-9781838641467	CISSPÂ® Certification Domain 1: Security and Risk Management Video Boot Camp 2019	CISSP (Certified Information Systems Security Professional)
S	s-9781838641900	CISSPÂ® Certification Domain 8: Software Development Security Video Boot Camp 2019	CISSP (Certified Information Systems Security Professional)
S	s-9781838641979	LEARNING PATH: Programming Effectively in Python	Python
S	s-9781838641986	Ultimate Godot Game Developer Projects	Game Development
S	s-9781838642006	Hands-On Unity 2020 Game Development	Unity
S	s-9781838642105	3D Neural Network Visualization with TensorSpace	Machine Learning
S	s-9781838642235	Design Patterns and SOLID Principles with Java	Design Patterns
S	s-9781838642297	Working with SQS and SNS: AWS with Python and Boto3 Series	Cloud Platforms
S	s-9781838642303	Securing Network Infrastructure	Network Security
S	s-9781838642327	LEARNING PATH: Efficient Application Development with Python 3 for Beginners	Python
S	s-9781838642358	The SQL Workshop	SQL
S	s-9781838642365	The Ruby Workshop	Ruby
S	s-9781838642679	LEARNING PATH: Hacking and Penetration Testing with the Metasploit in Kali Linux	Penetration Testing / Ethical Hacking
S	s-9781838642723	"RESTful API Design with Node, Express, and MongoDB"	Web APIs
S	s-9781838642730	Learning DevOps	DevOps
S	s-9781838642877	The Modern C++ Challenger	C++
S	s-9781838642938	Managing EC2 and VPC: AWS with Python and Boto3 Series	Cloud Platforms
S	s-9781838643072	Mastering CSS 2019	Frontend Web Development
S	s-9781838643102	Hands-On Enterprise Java Microservices with Eclipse MicroProfile	Microservices
S	s-9781838643119	LEARNING PATH: End-to-End Serverless Development using AWS Lambda	Cloud Platforms
S	s-9781838643140	Data Security and Privacy Training	Privacy & Security
S	s-9781838643157	Advanced Data Structures and Algorithms in Python	Algorithms
S	s-9781838643393	CISSPÂ® Certification Domain 6: Security Assessment and Testing Video Boot Camp 2019	CISSP (Certified Information Systems Security Professional)
S	s-9781838643508	Networking Fundamentals	Computer Networking
S	s-9781838643546	The DevOps 2.4 Toolkit	DevOps
S	s-9781838643577	Hands-On RESTful Web Services with Go - Second Edition	Microservices
S	s-9781838643799	Complete iOS 12 Development Guide	Native iOS Development
S	s-9781838643850	React Native Design Patterns	Hybrid Mobile Development
S	s-9781838643898	Salesforce Advanced Administrator Certification Guide	Customer Resource Management (CRM)
S	s-9781838644017	Hands-On Geospatial Analysis with QGIS 3.10 and Python	GIS
S	s-9781838644031	General Data Protection Regulation Practitioner	Privacy & Security
S	s-9781838644130	Hands-On Big Data Analytics with PySpark	Spark
S	s-9781838644239	"Keras Tips, Tricks, and Techniques"	Machine Learning
S	s-9781838644451	LEARNING PATH: Build Augmented Reality (AR) Apps & Games with Unity 3D and Vuforia 7	Virtual Reality / Augmented Reality
S	s-9781838644673	Building Computer Vision Projects with OpenCV 4 and C++	Computer Vision
S	s-9781838644741	Ionic 4 Projects	Hybrid Mobile Development
S	s-9781838644772	Artificial Intelligence in Game Development- Tic Tac Toe AI	Artificial Intelligence
S	s-9781838644802	LEARNING PATH: Complete Guide to Network Analysis with Wireshark 2.6	Packet Analysis
S	s-9781838644987	Agile Scrum Course: Scrum Fundamentals-Scrum Certification	Agile
S	s-9781838645052	LEARNING PATH: Practical Machine Learning and Deep Learning with TensorFlow	Machine Learning
S	s-9781838645182	Mastering Spring Boot 2.x	Java
S	s-9781838645236	LEARNING PATH: A Quick Guide to Angular 7 in 4 Hours	JavaScript
S	s-9781838645274	React Front To Back	JavaScript
S	s-9781838645359	AI Crash Course	Artificial Intelligence
S	s-9781838645366	LEARNING PATH: JavaScript DOM: From Basics to Interactive Web Pages & Quick Click Popper Game	JavaScript
S	s-9781838645564	The React Workshop	JavaScript
S	s-9781838645625	General Data Protection Regulation Foundation (GDPR F)	Privacy & Security
S	s-9781838645649	Solutions Architect's Handbook	Wireless
S	s-9781838645700	Getting Started with Containerization	Container Orchestrators
S	s-9781838646028	Cisco CCNA / ICND1 (100-105) Complete Course: Sims and GNS3 - Part 1	Cisco certifications
S	s-9781838646073	Improving your Penetration Testing Skills	Penetration Testing / Ethical Hacking
S	s-9781838646080	CISSPÂ®ï¸ Certification Domain 3: Security Architecture and Engineering Video Boot Camp	CISSP (Certified Information Systems Security Professional)
S	s-9781838646189	Learn RabbitMQ: Asynchronous Messaging with Java and Spring	Java
S	s-9781838646196	Artificial Intelligence in 3 Hours	Artificial Intelligence
